Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
newconnectbiblestudy.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
breakingthelimits.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
acesso-portal.com,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
khabaronline.ir,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
faridabadeducationcouncil.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
swiofishznz.go.tz,0,0,1,5,0,0,0,0,0,1,1,1,1,0,1,0,1
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
educatedstrength.ru,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
signalsnipe.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
kalayekhabeyas.ir,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
news-ontime.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,0,1
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
duniaanak.org,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
dukhovnist.in.ua,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1
whattsapp2020.ygto.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
stateagencybe.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
betasusgirisadresi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
skylightacademy.co.in,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
jerka.co.za,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
kbimperial.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
web.tv,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,0
cellidplus.com,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
ecnavi.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
ofertas-dezembro.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
haberler.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0
cajainfo.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
tokokainbandung.com,0,0,1,10,0,0,0,0,0,1,0,1,0,1,1,0,1
scubamamma.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
userxagent98ngnixubu.ga,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
aljazeera.net,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
technoquadrants.us,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
quizlet.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
verify.mypaypdetails.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
alwalaatours.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
auto.ru,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
remsy.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
palletsolutions.ca,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1
nhs.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
join-the-pipe.org,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
vzyat-zaym.ru,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
spardhacareers.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.co.id,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0
slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0
onedio.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
elevenia.co.id,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
500px.com,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1
adventures9.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
dantri.com.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
realchef.com.au,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1
toaletaeco.ro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
paxfulonlinepayment.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
nicolocs.fr,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
google-apps.cz,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
1f7df261265cf5fbc23bcccd55df6942-dot-bles05.wn.r.appspot.com,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1
inversionesgini.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
slashdot.org,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
docs.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
susai.ro,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1
appleid.apple.com-sa.pm,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
connectneueverbindung03.de,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
magazyn.allegro.secfence.lesavik.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
santander.byethost24.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
mindfdesign.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
irecommend.ru,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
mega-comprapremiada.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
autorizador5.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
5eab39a111b48.site123.me,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
medienschmiede-sander.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1
perezhilton.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
aresozcs.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bestydecor.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
cosmoia.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
paullemmerick.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
fredwilliams.publishpath.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
colegio-bachilleres.com.mx,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
bvbahealthypharmacy.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
esporte.uol.com.br,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
group-18-sans.wikaba.com,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
bleacherreport.com,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0
secure.runescape.com-rsgames.xyz,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
sublimet.com,0,0,1,10,0,0,1,0,0,0,0,0,0,0,1,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
cazanele-dunarii.ro,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1
key-coats.co.uk,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1
wikimapia.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
amsder.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
plytecfi-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
tik.info.pl,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1
lozenec-lan.net,0,0,1,7,0,0,0,1,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
secure.runescape.com-un.ru,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
bigcinema.tv,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
paypalservicegifts.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
olx.ro,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1,0
negociacaoveiculos.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
identificacaodoaluno.auladelibrastvines.dnsabr.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
olx.ro,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
mass-mp.com,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
bravodigital.cloud,0,0,1,9,0,0,0,0,1,1,1,1,0,0,1,1,1
ademsa.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,1,0,1,0,1
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
goldsubzehy.tk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
a0606fd403668c961e9c-2735b9aa10f99e23cb0338f1a0bdc577.ssl.cf2.rackcdn.com,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
ip-socialmedia.com,0,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1
fb327-items-market46.farmerscentre.com.ng,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,1,0,1,0,0
noticias.uol.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
verify-b-c-p.dns-cloud.net,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
kisa.link,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
vcita.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
attach6119bgz.myratesale.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
adammamrot.pl,0,0,1,3,1,0,0,0,0,1,0,1,0,0,1,0,1
diply.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
bravobeveiliging-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
girlsgettinggoals.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
deadspin.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0
chuckstransport.com,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
enigreen.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
mytanfarma.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
email302.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,1,1
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
myspace.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
emailmg.webhost4life.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
help-safety-page-transparency.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1
u1566201.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
glendoraplaza.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
courgeon-immobilier.fr,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0,1
my-wonderland.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
csgoluntan.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
serwer2057731.home.pl,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
storage.googleapis.com,0,1,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
greenpoint.art.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
ifttt.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0
axelhess.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
samcool.org,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
facebook--videos-----app-----today.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
pinnerx.com,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
1drv.ms,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
feciusa-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
rocketnews24.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
navi-off.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
inbuxr.net,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
ryalcapital.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
iscbankofamerica.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
alpha-mail-server3.ns01.info,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
particulares.newsbusiniesstoday.net,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
freestikersbro.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
tradoauc.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mun4afghanistan.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
165.22.103.235,1,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
payfreee1984.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
tweedy-light.000webhostapp.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
patch.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
greenpoint.art.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
diendicure.mk,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3no.ro,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
chase-verification.diligencees.com,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1,1
elcomercio.pe,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
jmdpowertools.in,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
skvartremont.ru,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
arridhosentul.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
trr20200413211524171.domtemporario.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,1
dantri.com.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mtmonly.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
livraisonspeed002.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
vizagsource.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
emotivaodontologia.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
urlz.fr,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
celebshine.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
bolozindagi.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
clienteappsms-com.umbler.net,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,0
bcpzonasegurabeta-viabcp-com.360egyptours.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
schachkraft.de,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1
mncelektronik.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
rino.ge,0,1,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
dotpay.i-dpd.pl,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
i-ta.cc,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
xtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
gateomar.net,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
sertyxese.myfreesites.net,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
bemvivergoservicos.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
