Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
themeforest.net,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
fanpage.gr,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
paypal-loginupdate.viewdns.net,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
grandmarketltd.co.uk,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
followersgratisinstagram.unaux.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
onager.co.kr,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
dipelnet.com.br,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
einf-frpay-4shippingoo1info2029eff.000webhostapp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
haraktis.ru,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
cimerwebbasvuruportalim.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
perezhilton.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
bluereparation.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
beta.kenaidanceta.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
count.mail.163.com.jutin.tk,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
slashdot.org,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
splash-laundromatlv.com,0,0,1,7,0,0,0,1,0,1,0,1,0,0,1,0,1
ruasepicas.pt,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
dankpogs.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
perezhilton.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
mixbook1.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
surveygizmo.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
createchsoft.com,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1
therockacc.org,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
abc.go.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
tylerdeveraux.com,0,0,0,3,0,0,1,0,0,1,0,1,1,1,1,1,1
irecommend.ru,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
jcarmoeventos.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
lpatrick.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
jezebel.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
justgfx.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1
lucidfestival.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
jimryky.blogspot.com,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,0,1
vadodaramarathon.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
us.megamilly.com,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
finaldesemanadasmamaesfeliz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
urvr.co,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
covid19---shop.rf.gd,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
getpocket.com,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
sourceforge.net,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
zozo.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
fc2.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
3jba.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,1
cellidplus.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
kmind.cl,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
casadecambiodq.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
wonand.co.kr,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
istanbulasiklari.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
alquileres.com.py,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
likevsem.hop.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
join-chat-whatsapp1-admin23.olf.ourhobby.com,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
colegiomoura.com.br,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
mangaloretours.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
labyrinthtanning.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
bombayelectricstore.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
olx.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0
nationalautooutlet.icu,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
drjbsclinic.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
fanpage.gr,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
yorkshire.es,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
caixa.gov.br,0,0,1,5,1,0,0,0,0,1,1,1,0,0,1,1,0
paxfulviet.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
ecusltd-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
ee-activity.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
turkmcse.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
bajer.info.pl,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
veazieit.com,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0,1
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
sanlikala.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
storage.googleapis.com,0,1,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
allegro.pl,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
autorizador5.com.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
leones.uy,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
travisjphotography.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
itaucard.segmobionline.ml,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
eltaninservicespteltd.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
samcool.org,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
mail.agricareseeds.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
spatialsys.com.ru,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
pixel.baltic-dragon.ru,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
kaizenpak.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
graphicriver.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
seekthemes.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
digibarre.pt,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
babal.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
idealcaisse.fr,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
m7po.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
mockup.metradigitalmedia.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
mariamuller.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
longislandtopten.buzz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
syosetu.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
9gag.tv,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
esporte.uol.com.br,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,0
t.co,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
team.cmgcharleston.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
kvsrogurgaon.in,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
link.do,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
sucursalpersonas.ingresagrupobancolombiia.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
valleyobgynassociates.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
yourlust.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0
92.42.44.163,1,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
app-sicredi-br.wpdevcloud.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
katproxy.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
hubpages.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
peruradiodigital.com,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
centerforsustainablehappiness.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
depibellamonterrey.com,0,1,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
variety.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
advonationusa.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
revente-materiel.com,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
nymag.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,1,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
adplife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
venturebeat.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
passeiodeescunabuzios.com.br,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
veeprhopharma.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ifttt.com,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0
gtbank.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
wireconfirmation68c10a25442a3e13.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
imagina.com.gt,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
evernote.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
ecusltd-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
wordpress.org,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
feitoparavoce-digital.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
adplife.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
ykm.de,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
u704893oyf.ha004.t.justns.ru,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1
searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
pornseks.zyns.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
genius.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
io9.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
oneplus.net,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0
gawker.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
getpocket.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
onedrivestoragedatayu.dns-cloud.net,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
babal.net,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
babal.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
buff.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
paulmitchellforcongress.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
millenniaco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
kaizenpak.com,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
fortune.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mail.damclub020.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
support-sign-in.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
duluthwaterproofingmoldremoval.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
dmcc.com.au,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1
charttrader.in,0,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
himado.in,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
aljazeera.net,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
io9.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
medium.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
sunoffer.club,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
seekingalpha.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
jabezrealtyservices.com,0,0,1,3,1,0,0,0,0,1,0,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
standrew.co.kr,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
sriaishwaryaconstruction.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
bibwebshop.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
momos-ambachtelijkeijs.nl,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0,1
persianblog.ir,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
ktpn.kalisz.pl,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
dzd.rksmb.org,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
maanprofessionals.nl,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
wavesetholdings.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
omegadesigns.in,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
mijn-sns-online-verificatie.xyz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
sardineroabogados.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
docs.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
wetransfer-plus7.ml,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
bigcinema.tv,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
misrecetasnaturales.com,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,1
marufulislam.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
bokepwhaatsap.mrface.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
techcrunch.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
4ktvmagazineluiza.tftpd.net,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
nypost.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
mail01.tinyletterapp.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
